s,A(s) (GHz),B(s) (GHz),C(normalized)
0.557,0.10744716597792942,6.423557471188819,0.557
0.558,0.10490849581883226,6.4473238150884535,0.558
0.559,0.1024227868305818,6.471049964931692,0.559
0.56,0.09999228308172166,6.49473366274753,0.56
0.561,0.09761588142990248,6.5183752154950225,0.561
0.562,0.0952894949527793,6.54197728976953,0.562
0.563,0.09301815715993363,6.565535340231455,0.563
0.564,0.09079251343585185,6.589056366175273,0.564
0.565,0.08862156369954641,6.612532479090111,0.565
0.566,0.08649528956920517,6.635971408891867,0.566
0.567,0.08441804258714483,6.6593689979106605,0.567
0.568,0.08238768294489794,6.68272652103209,0.568
0.569,0.08039944884052952,6.706047583002685,0.569
0.57,0.07846097374925959,6.729324979055755,0.57
0.571,0.07656330991699749,6.752566062150176,0.571
0.572,0.07470810813637133,6.7757688739138535,0.572
0.573,0.07289731780090057,6.79893110756101,0.573
0.574,0.07112454008275329,6.822058135780233,0.574
0.575,0.06939472902016455,6.845144822750275,0.575
0.576,0.0677036515375004,6.86819463567464,0.576
0.577,0.06604901673975727,6.891209295191258,0.577
0.578,0.06443638844406337,6.914182853428179,0.578
0.579,0.06285818214711976,6.937122243613104,0.579
0.58,0.06131531302394646,6.960026099945699,0.58
0.581,0.059811215447913096,6.982890399603291,0.581
0.582,0.05833976979924348,7.005720897988922,0.582
0.583,0.056901221577957156,7.028516889440983,0.583
0.584,0.05549932530445896,7.051273863108821,0.584
0.585,0.05412805202771263,7.073997749089511,0.585
0.586,0.05278736544093232,7.096688145198636,0.586
0.587,0.051481302794749516,7.119340054661375,0.587
0.588,0.05020394206092292,7.14195957200474,0.588
0.589,0.04895499982860019,7.164546585422429,0.589
0.59,0.047738821875567064,7.187095540674211,0.59
0.591,0.046549604769160195,7.209612686557366,0.591
0.592,0.04538703246847909,7.232097965989723,0.592
0.593,0.04425385329432315,7.254547546779767,0.593
0.594,0.04314755812828654,7.2769639594467534,0.594
0.595,0.04206620073803201,7.2993491476781935,0.595
0.596,0.04101024906034048,7.321702056459513,0.596
0.597,0.03998153906423761,7.344019793574712,0.597
0.598,0.03897613855325706,7.366306949373673,0.598
0.599,0.037993574119149665,7.3885637138961044,0.599
0.6,0.03703636721982804,7.410786181924064,0.6
0.601,0.03610196550719715,7.432977295155759,0.601
0.602,0.03518895737416885,7.455138540625204,0.602
0.603,0.034297462130600496,7.4772692944015935,0.603
0.604,0.03342953041438837,7.4993660806842515,0.604
0.605,0.03258173629568781,7.521433340600683,0.605
0.606,0.03175365570245981,7.543471254167327,0.606
0.607,0.030944987349978637,7.5654798225160835,0.607
0.608,0.030158128592565423,7.587454841056653,0.608
0.609,0.029389646554922544,7.609401089611164,0.609
0.61,0.028639150486044013,7.631318739357919,0.61
0.611,0.02790625695428325,7.653207959485665,0.611
0.612,0.02719322294855621,7.675064527753106,0.612
0.613,0.026497082529351703,7.696892816996343,0.613
0.614,0.025817382175779603,7.7186931405349535,0.614
0.615,0.025153862526850364,7.740465492045978,0.615
0.616,0.024507565678858357,7.762207538983344,0.616
0.617,0.02387753863531543,7.783920432766979,0.617
0.618,0.023262589346721506,7.805605834523371,0.618
0.619,0.022662385250918633,7.82726390076596,0.619
0.62,0.022076600357643812,7.848894786093714,0.62
0.621,0.021506352936326297,7.870495838479879,0.621
0.622,0.02095038212417388,7.892068959621175,0.622
0.623,0.020407815189218883,7.9136153894734225,0.623
0.624,0.019878353391627482,7.935135274573892,0.624
0.625,0.019361703993782904,7.956628759657985,0.625
0.626,0.018859039266460233,7.97809287398885,0.626
0.627,0.01836886614253062,7.999530241760628,0.627
0.628,0.017890661264011173,8.02094151955866,0.628
0.629,0.01742416995014428,8.0423268079553,0.629
0.63,0.016969124886464758,8.063686245000616,0.63
0.631,0.01652549592610077,8.085019423930625,0.631
0.632,0.016093928252537575,8.10632430534645,0.632
0.633,0.01567298203090942,8.127603769159302,0.633
0.634,0.015262413143148317,8.148857946182906,0.634
0.635,0.014861982599244664,8.170086965611738,0.635
0.636,0.014471456443690576,8.191290955044416,0.636
0.637,0.014091047746001405,8.212468879879898,0.637
0.638,0.013720839796843184,8.233619986054563,0.638
0.639,0.013359807520318429,8.25474648164559,0.639
0.64,0.01300778086987911,8.275848368586422,0.64
0.641,0.01266457350158588,8.296925698000392,0.641
0.642,0.012329977374653973,8.317978590130483,0.642
0.643,0.012003788979107395,8.339007163738367,0.643
0.644,0.011686237147995656,8.360010248866473,0.644
0.645,0.01137711101010814,8.380987943144852,0.645
0.646,0.011075772121301728,8.40194168857869,0.646
0.647,0.010782035330573623,8.422871597859924,0.647
0.648,0.01049571956823086,8.44377778231594,0.648
0.649,0.010216647765198178,8.464660351930828,0.649
0.65,0.009944646774398106,8.485519415366209,0.65
0.651,0.009679675733999873,8.506354636551276,0.651
0.652,0.00942199618110625,8.527164589328663,0.652
0.653,0.009170895845101229,8.547951247412026,0.653
0.654,0.00892621510761988,8.568714715594519,0.654
0.655,0.008687797968997895,8.589455097420611,0.655
0.656,0.008455491974004744,8.610172495205797,0.656
0.657,0.008229148138829715,8.63086701005669,0.657
0.658,0.00800862087948913,8.651538741890137,0.658
0.659,0.007793767941325546,8.672187789452812,0.659
0.66,0.007584450330683114,8.692814250339893,0.66
0.661,0.00738088791627105,8.71341670808419,0.661
0.662,0.007182688902125049,8.733996294000747,0.662
0.663,0.00698959632733308,8.754553639209162,0.663
0.664,0.006801496322179675,8.775088784561111,0.664
0.665,0.006618283692847131,8.795601738943787,0.665
0.666,0.006439836898520194,8.816092594223255,0.666
0.667,0.006266037249580227,8.836561441221177,0.667
0.668,0.006096768845947629,8.857008369732032,0.668
0.669,0.005931918518101952,8.877433468539733,0.669
0.67,0.005771375766512602,8.897836825434128,0.67
0.671,0.005615032703743671,8.918218527227253,0.671
0.672,0.005462783998881464,8.938578659769094,0.672
0.673,0.005314729574253832,8.958916192495629,0.673
0.674,0.005170620109579028,8.979231976867561,0.674
0.675,0.0050302799962085995,8.999526520864487,0.675
0.676,0.004893621529901325,9.019799866314012,0.676
0.677,0.004760566643307133,9.040052006310562,0.677
0.678,0.0046310238371863165,9.060283021762556,0.678
0.679,0.004504903821596536,9.08049299271012,0.679
0.68,0.004382119466563812,9.100681998339049,0.68
0.681,0.004262585752685318,9.120850116995085,0.681
0.682,0.004146219724085479,9.140997426197007,0.682
0.683,0.004032940441754347,9.161124002650203,0.683
0.684,0.003922668937395138,9.181229922259657,0.684
0.685,0.003815328168805237,9.201315260142971,0.685
0.686,0.0037108429760019557,9.22138009064255,0.686
0.687,0.0036091630271593966,9.241424315077735,0.687
0.688,0.0035101939196427387,9.261448169878333,0.688
0.689,0.0034138685946733466,9.281451705922361,0.689
0.69,0.0033201194761539746,9.30143498905321,0.69
0.691,0.0032288798887617873,9.321398090270733,0.691
0.692,0.003140084810073315,9.341341079864238,0.692
0.693,0.0030536708305097123,9.361264027423305,0.693
0.694,0.0029695761170055674,9.381167001849105,0.694
0.695,0.0028877501021113625,9.401049983626951,0.695
0.696,0.0028081658545172014,9.420912740406187,0.696
0.697,0.002730721843157311,9.440755729842298,0.697
0.698,0.002655363115894332,9.460579009888514,0.698
0.699,0.002582026405375812,9.480382733744372,0.699
0.7,0.0025106592409428912,9.50016696622024,0.7
0.701,0.002441219247625352,9.51993167989174,0.701
0.702,0.002373655906993665,9.539676938608608,0.702
0.703,0.0023079199732848952,9.559402805620435,0.703
0.704,0.002243963444576094,9.579109343586769,0.704
0.705,0.00218173953216778,9.598796614585195,0.705
0.706,0.0021212026314248217,9.618464680120717,0.706
0.707,0.002062308293890985,9.638113601134418,0.707
0.708,0.0020050131985535733,9.657743438011407,0.708
0.709,0.0019492751266474296,9.677354250589742,0.709
0.71,0.001895053869148272,9.69694608601184,0.71
0.711,0.0018423035562486203,9.71651907823163,0.711
0.712,0.0017909807790750139,9.736073348832303,0.712
0.713,0.0017410567782173445,9.755608835806138,0.713
0.714,0.001692494469041787,9.775125596317269,0.714
0.715,0.0016452577154216794,9.794623687030752,0.715
0.716,0.0015993113069338366,9.814103164119178,0.716
0.717,0.0015546209356695573,9.833564083270085,0.717
0.718,0.0015111755149258377,9.85300615303931,0.718
0.719,0.0014689215480823113,9.872429735123294,0.719
0.72,0.0014278245831522683,9.89183492579609,0.72
0.721,0.001388076343042386,9.91122681395039,0.721
0.722,0.0013492164422089512,9.93059581132572,0.722
0.723,0.001311410722945892,9.949946030632619,0.723
0.724,0.0012746459130281117,9.969278018836416,0.724
0.725,0.0012392620912223325,9.98860048472912,0.725
0.726,0.0012045826733229539,10.007898704001402,0.726
0.727,0.0011710853710345046,10.027184180593615,0.727
0.728,0.0011384756265112996,10.04645097206193,0.728
0.729,0.0011065500580564427,10.065694879165537,0.729
0.73,0.0010754237940730595,10.084919053491168,0.73
0.731,0.0010451548731775385,10.10412543283184,0.731
0.732,0.0010157202878710411,10.123314066103386,0.732
0.733,9.870976279413612e-4,10.142485001838855,0.733
0.734,9.592651907525897e-4,10.16163828530719,0.734
0.735,9.322040345521303e-4,10.180773909154672,0.735
0.736,9.058846925443724e-4,10.199892127989395,0.736
0.737,8.802919350214083e-4,10.21899287877461,0.737
0.738,8.554062508553515e-4,10.238076207876706,0.738
0.739,8.312086348031564e-4,10.257142161313567,0.739
0.74,8.076805750296109e-4,10.27619078475966,0.74
0.741,7.848219096044498e-4,10.295221636392439,0.741
0.742,7.626219023605467e-4,10.314234530738288,0.742
0.743,7.41036274315761e-4,10.333230236767179,0.743
0.744,7.200484729328975e-4,10.352208798743398,0.744
0.745,6.996423771477218e-4,10.371170260610493,0.745
0.746,6.798022862885617e-4,10.390114665994703,0.746
0.747,6.605159216505168e-4,10.409041962667168,0.747
0.748,6.417632359802355e-4,10.427952353128903,0.748
0.749,6.235291396493731e-4,10.446845905477973,0.749
0.75,6.05800492906712e-4,10.465722636057803,0.75
0.751,5.885637045028639e-4,10.484582586456536,0.751
0.752,5.718055349538707e-4,10.503425797975915,0.752
0.753,5.555130875912392e-4,10.522252311634645,0.753
0.754,5.396738007199829e-4,10.541062168171752,0.754
0.755,5.243062761180222e-4,10.559854210979442,0.755
0.756,5.093768455276282e-4,10.578629247463637,0.756
0.757,4.948623975678583e-4,10.597387756026942,0.757
0.758,4.807517346062166e-4,10.616129776225751,0.758
0.759,4.670358900474828e-4,10.634855263952776,0.759
0.76,4.537009811813536e-4,10.653564394607116,0.76
0.761,4.407355465873029e-4,10.672257262455025,0.761
0.762,4.281303753110643e-4,10.690933875278851,0.762
0.763,4.158758030791258e-4,10.709594270746324,0.763
0.764,4.039624132630559e-4,10.728238486286287,0.764
0.765,3.9238328583251375e-4,10.746866446256188,0.765
0.766,3.8116471981755373e-4,10.765476363238518,0.766
0.767,3.7025806544818305e-4,10.784070221823244,0.767
0.768,3.5965494929108904e-4,10.802648058395267,0.768
0.769,3.493472127194516e-4,10.821209909115536,0.769
0.77,3.393269068613083e-4,10.839755809923231,0.77
0.771,3.2958726372321704e-4,10.858285739045378,0.771
0.772,3.2011749528139025e-4,10.876799922476462,0.772
0.773,3.109109282015721e-4,10.89529836577183,0.773
0.774,3.0196090053436647e-4,10.913781081246086,0.774
0.775,2.932894547919143e-4,10.932246225497892,0.775
0.776,2.8486724152047176e-4,10.95069518008281,0.776
0.777,2.7667924878973333e-4,10.969128521234316,0.777
0.778,2.6871922737680705e-4,10.987546282487601,0.778
0.779,2.6098108567391813e-4,11.005948497186129,0.779
0.78,2.5345888624411696e-4,11.024335198483605,0.78
0.781,2.461468421662245e-4,11.04270641934584,0.781
0.782,2.390393505721271e-4,11.06106218959537,0.782
0.783,2.3214036401726895e-4,11.079401787111083,0.783
0.784,2.254560744355632e-4,11.09772422589012,0.784
0.785,2.1895689776742073e-4,11.116031442168948,0.785
0.786,2.1263805238237003e-4,11.134323460068728,0.786
0.787,2.064947862754701e-4,11.152600310543969,0.787
0.788,2.0052246376107112e-4,11.170862024386203,0.788
0.789,1.9471656287367188e-4,11.189108632225453,0.789
0.79,1.8907267285911744e-4,11.207340164531463,0.79
0.791,1.8361336268880375e-4,11.225553994646676,0.791
0.792,1.783073098639349e-4,11.243752670880422,0.792
0.793,1.7314892042571568e-4,11.26193637566825,0.793
0.794,1.6813428915120915e-4,11.280105138717474,0.794
0.795,1.6326007170112248e-4,11.298258938157337,0.795
0.796,1.5852059071085715e-4,11.316398021123463,0.796
0.797,1.539124307752684e-4,11.334522408711202,0.797
0.798,1.4945671388618155e-4,11.352629209040153,0.798
0.799,1.4512723664561957e-4,11.37072098120184,0.799
0.8,1.40917618861239e-4,11.38879812172462,0.8
0.801,1.3682475035190107e-4,11.40686065827984,0.801
0.802,1.3284559387142126e-4,11.424908618409358,0.802
0.803,1.2897718378237775e-4,11.442942029526467,0.803
0.804,1.2522534883531002e-4,11.460959703419391,0.804
0.805,1.2159181154361968e-4,11.4789608962374,0.805
0.806,1.1805905929951246e-4,11.496947636746647,0.806
0.807,1.1462477404418161e-4,11.514919905839703,0.807
0.808,1.1128562678769342e-4,11.532877845467217,0.808
0.809,1.0803861849086638e-4,11.550821569558078,0.809
0.81,1.0488465167094736e-4,11.568750572978782,0.81
0.811,1.0183653848246788e-4,11.586662280409351,0.811
0.812,9.887246213431045e-5,11.604559822688511,0.812
0.813,9.599028297461386e-5,11.62244322492293,0.813
0.814,9.318790888096843e-5,11.6403125121144,0.814
0.815,9.046329437081684e-5,11.658167709160503,0.815
0.816,8.781770001280757e-5,11.676008214742957,0.816
0.817,8.526036356733303e-5,11.69383177174319,0.817
0.818,8.277370908683198e-5,11.711641329102768,0.818
0.819,8.035616326076657e-5,11.729436862598055,0.819
0.82,7.800534144425934e-5,11.747218524890082,0.82
0.821,7.571900018877826e-5,11.764986463579575,0.821
0.822,7.350388732105701e-5,11.782738814020615,0.822
0.823,7.135898406441954e-5,11.800475281198272,0.823
0.824,6.927289668052231e-5,11.818198055573419,0.824
0.825,6.724416648215072e-5,11.8359071597424,0.825
0.826,6.527136449985671e-5,11.853602616220032,0.826
0.827,6.335344463307046e-5,11.871284356140142,0.827
0.828,6.150309540995851e-5,11.88894863686816,0.828
0.829,5.9703528743351464e-5,11.906599355051211,0.829
0.83,5.795348463241124e-5,11.924236532718364,0.83
0.831,5.625184128837175e-5,11.941860158912345,0.831
0.832,5.459672775683493e-5,11.95947045067695,0.832
0.833,5.2996683846595926e-5,11.977064475715316,0.833
0.834,5.144466116743893e-5,11.994643826152046,0.834
0.835,4.993492409395491e-5,12.0122099107503,0.835
0.836,4.846645557006902e-5,12.029762749916191,0.836
0.837,4.7038256938511895e-5,12.047302363993756,0.837
0.838,4.565733928940861e-5,12.06482597452211,0.838
0.839,4.4318407008796916e-5,12.082334880450915,0.839
0.84,4.301601472605026e-5,12.099830641433924,0.84
0.841,4.1749281995213885e-5,12.117313277396843,0.841
0.842,4.051734436304176e-5,12.134782808205898,0.842
0.843,3.932585582956019e-5,12.152236642283306,0.843
0.844,3.81713839867596e-5,12.169675608183512,0.844
0.845,3.7048016989899594e-5,12.187101732518832,0.845
0.846,3.595508513536748e-5,12.204515014515193,0.846
0.847,3.489188272509579e-5,12.221915471555464,0.847
0.848,3.3866531639177496e-5,12.239299049259438,0.848
0.849,3.28702685098786e-5,12.256669193721025,0.849
0.85,3.190096572429653e-5,12.27402658894873,0.85
0.851,3.095799858861507e-5,12.29137125289318,0.851
0.852,3.004225886053062e-5,12.308702430420016,0.852
0.853,2.9158908477876437e-5,12.326016992139268,0.853
0.854,2.8299431499316832e-5,12.343318896917372,0.854
0.855,2.746333372144734e-5,12.360608130408467,0.855
0.856,2.6649804827239713e-5,12.377884861881702,0.856
0.857,2.5862912567329636e-5,12.395146404056208,0.857
0.858,2.5100924998954633e-5,12.412393228492402,0.858
0.859,2.435930622332061e-5,12.429627679738088,0.859
0.86,2.3637608889596188e-5,12.446849773865647,0.86
0.861,2.2936510582885394e-5,12.464058789914299,0.861
0.862,2.2260779598692284e-5,12.481251111839882,0.862
0.863,2.1603099605595635e-5,12.498431147139616,0.863
0.864,2.096307528699973e-5,12.51559891159155,0.864
0.865,2.0340315574879757e-5,12.532754420948416,0.865
0.866,1.9739367267596088e-5,12.54989394218498,0.866
0.867,1.915624907798397e-5,12.567019914284229,0.867
0.868,1.85888042575659e-5,12.584133674955936,0.868
0.869,1.80363622006599e-5,12.601235507482228,0.869
0.87,1.750169290127225e-5,12.618322815367886,0.87
0.871,1.6984612432887273e-5,12.635395211791597,0.871
0.872,1.6481199087861692e-5,12.652455683494575,0.872
0.873,1.599116998400144e-5,12.669504244517343,0.873
0.874,1.5515953904761556e-5,12.686539290274334,0.874
0.875,1.5057351888690804e-5,12.70355860985848,0.875
0.876,1.4610873434723469e-5,12.720566084425895,0.876
0.877,1.4176267918027349e-5,12.737561727778244,0.877
0.878,1.375395014895733e-5,12.7545448518183,0.878
0.879,1.3347270321172113e-5,12.77151144520012,0.879
0.88,1.2951420341319538e-5,12.788466185096665,0.88
0.881,1.2565901733255291e-5,12.805409396027935,0.881
0.882,1.2190990685456996e-5,12.822340528774674,0.882
0.883,1.1830355966535936e-5,12.839254784899532,0.883
0.884,1.1479118832007885e-5,12.8561575267799,0.884
0.885,1.113709878810659e-5,12.873048766639679,0.885
0.886,1.0804627015558325e-5,12.889927839515323,0.886
0.887,1.0484703120619438e-5,12.906790310905283,0.887
0.888,1.0173126234141137e-5,12.923641341705128,0.888
0.889,9.86973570270625e-6,12.940480943947325,0.889
0.89,9.574936611975535e-6,12.957308291535817,0.89
0.891,9.291163395768583e-6,12.974119308929192,0.891
0.892,9.014861029033774e-6,12.990918866668084,0.892
0.893,8.745662023553346e-6,13.00770733186558,0.893
0.894,8.48457559269693e-6,13.02448283300216,0.894
0.895,8.232840833334222e-6,13.041242805033558,0.895
0.896,7.987571495550373e-6,13.05799169255834,0.896
0.897,7.748654483715283e-6,13.074729505899475,0.897
0.898,7.517708794106985e-6,13.09145302522813,0.898
0.899,7.294288705339469e-6,13.108162521184978,0.899
0.9,7.076623049162348e-6,13.124861000195898,0.9
0.901,6.864610366446985e-6,13.14154847243926,0.901
0.902,6.660351018575541e-6,13.158220340600566,0.902
0.903,6.46209093604247e-6,13.174879660594849,0.903
0.904,6.268961142544143e-6,13.191528007930875,0.904
0.905,6.080848885663088e-6,13.208165445343985,0.905
0.906,5.900297599473915e-6,13.224785788281233,0.906
0.907,5.724291356399701e-6,13.241395454974128,0.907
0.908,5.5527605655687975e-6,13.257994453935103,0.908
0.909,5.386770157735686e-6,13.274579903171222,0.909
0.91,5.226427648804512e-6,13.291150986753149,0.91
0.911,5.070140963034122e-6,13.307711456003418,0.911
0.912,4.917846882611727e-6,13.324261319332976,0.912
0.913,4.771394220206216e-6,13.340795108693912,0.913
0.914,4.629019252005418e-6,13.357317226675642,0.914
0.915,4.490267470544436e-6,13.373828777158886,0.915
0.916,4.355569129469458e-6,13.390328258584827,0.916
0.917,4.225909328232955e-6,13.406812131282791,0.917
0.918,4.099464759314012e-6,13.423285704816495,0.918
0.919,3.976194455663997e-6,13.439748978930885,0.919
0.92,3.857566984344196e-6,13.456196673276812,0.92
0.921,3.742354597613234e-6,13.472632439625368,0.921
0.922,3.6300209439191597e-6,13.489057956488137,0.922
0.923,3.5210478845706612e-6,13.505471255992973,0.923
0.924,3.4160832882043447e-6,13.521869386488348,0.924
0.925,3.3137286600164794e-6,13.538257316866266,0.925
0.926,3.2139486819175405e-6,13.55463505393087,0.926
0.927,3.118012971732257e-6,13.570997028454034,0.927
0.928,3.024780983144464e-6,13.587347460379126,0.928
0.929,2.93383113692262e-6,13.603687978432905,0.929
0.93,2.8457996469966915e-6,13.620015521221836,0.93
0.931,2.7608250151459625e-6,13.636328906612443,0.931
0.932,2.6779180363757993e-6,13.652632445845189,0.932
0.933,2.597186885494929e-6,13.668925486984325,0.933
0.934,2.5197462079021504e-6,13.685201988004588,0.934
0.935,2.444182268422776e-6,13.701468688667187,0.935
0.936,2.370475228178965e-6,13.7177255940003,0.936
0.937,2.2995815093139614e-6,13.73396715012791,0.937
0.938,2.2307165263447556e-6,13.750197174167107,0.938
0.939,2.1635390174185187e-6,13.766417436935706,0.939
0.94,2.0985394603258077e-6,13.782624800538601,0.94
0.941,2.0357937213925854e-6,13.798818251742873,0.941
0.942,1.9745402565759416e-6,13.815002239995637,0.942
0.943,1.9150061151473263e-6,13.831175165107082,0.943
0.944,1.8578003341262324e-6,13.847332470345759,0.944
0.945,1.8019533553198254e-6,13.8634803392092,0.945
0.946,1.747454366182765e-6,13.879618775189211,0.946
0.947,1.695290253846832e-6,13.895740183455716,0.947
0.948,1.6443759904031538e-6,13.91185208817936,0.948
0.949,1.5946871016070074e-6,13.927954602078142,0.949
0.95,1.5469247976878994e-6,13.944041841398372,0.95
0.951,1.500510957019037e-6,13.96011793276524,0.951
0.952,1.4552124815925715e-6,13.976184660429931,0.952
0.953,1.411497305822843e-6,13.99223773773293,0.953
0.954,1.3691812308056023e-6,14.008278232051403,0.954
0.955,1.3278543328261309e-6,14.024309644396164,0.955
0.956,1.28788256712236e-6,14.040328339247885,0.956
0.957,1.2492897349513735e-6,14.05633353311615,0.957
0.958,1.2115974970069623e-6,14.072329684044899,0.958
0.959,1.1750502618023808e-6,14.088314136742225,0.959
0.96,1.1398549134794341e-6,14.104284177850058,0.96
0.961,1.105479399019518e-6,14.120245214665566,0.961
0.962,1.0720646220985657e-6,14.136195564180317,0.962
0.963,1.0399692809367093e-6,14.15213059879476,0.963
0.964,1.0086242347586506e-6,14.168056617001772,0.964
0.965,9.780840742999062e-7,14.183972883611725,0.965
0.966,9.48817439932824e-7,14.199873044019588,0.966
0.967,9.202098885041332e-7,14.21576454763212,0.967
0.968,8.923292716662759e-7,14.231646450362806,0.968
0.969,8.656230736064346e-7,14.24751215526459,0.969
0.97,8.39518462302895e-7,14.263369237347485,0.97
0.971,8.140683164702352e-7,14.279216893257766,0.971
0.972,7.896996675024528e-7,14.29504828134812,0.972
0.973,7.658799684212094e-7,14.310871081684562,0.973
0.974,7.426492943794496e-7,14.326684629099981,0.974
0.975,7.204144427175593e-7,14.34248183918991,0.975
0.976,6.986832330532448e-7,14.358270448462795,0.976
0.977,6.774851766371441e-7,14.374049921594878,0.977
0.978,6.571985853819551e-7,14.389813072529885,0.978
0.979,6.373548693450598e-7,14.40556797498928,0.979
0.98,6.180329804228971e-7,14.421313113731568,0.98
0.981,5.995096759090077e-7,14.43704263487967,0.981
0.982,5.813917337513259e-7,14.45276393801858,0.982
0.983,5.637820486219261e-7,14.468474851266489,0.983
0.984,5.468694019654906e-7,14.484170873977405,0.984
0.985,5.303277580337371e-7,14.499858710341993,0.985
0.986,5.142792088695391e-7,14.515535535623634,0.986
0.987,4.988377331769365e-7,14.531198191533775,0.987
0.988,4.837369535976297e-7,14.546852662854521,0.988
0.989,4.691153736852025e-7,14.56249544219558,0.989
0.99,4.5501621411474913e-7,14.578124893060327,0.99
0.991,4.4121897861599595e-7,14.593746462249676,0.991
0.992,4.2791036013531474e-7,14.609354994129168,0.992
0.993,4.150292755186124e-7,14.624951593393025,0.993
0.994,4.024254455411486e-7,14.640540335756569,0.994
0.995,3.903128674166057e-7,14.65611473898161,0.995
0.996,3.7854530315031406e-7,14.671678608606578,0.996
0.997,3.670322000077061e-7,14.687234650003308,0.997
0.998,3.5600855074265414e-7,14.702775060758432,0.998
0.999,3.4525870419059355e-7,14.718306325755577,0.999
1.0,3.3474236520131426e-7,14.733829790962746,1.0
